Datetime,Chilled Water Rate (L/sec),Cooling Water Temperature (C),Building Load (RT),Chiller Energy Consumption (kWh),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in)
2019-12-24 13:30:00,108.8,35.3,586.6,143.0,86,75,70,10,29.83
2019-12-24 14:00:00,109.6,35.3,590.6,143.5,86,73,66,12,29.8
2019-12-24 14:30:00,110.0,35.4,595.4,144.0,86,73,66,8,29.8
2019-12-24 15:00:00,109.0,35.4,594.1,144.1,86,75,70,13,29.77
2019-12-24 15:30:00,108.1,35.2,594.4,144.0,86,73,66,12,29.77
2019-12-24 16:00:00,106.9,35.1,591.1,144.0,86,75,70,12,29.77
2019-12-24 16:30:00,104.6,34.9,577.5,141.8,86,75,70,12,29.77
2019-12-24 17:00:00,104.0,34.8,575.3,140.8,84,75,74,12,29.77
2019-12-24 17:30:00,97.8,33.6,521.6,123.5,82,75,79,7,29.77
2019-12-24 18:00:00,98.3,34.1,539.6,129.9,82,75,79,9,29.77
2019-12-24 18:30:00,96.3,33.8,524.2,125.3,82,73,74,7,29.8
2019-12-24 19:00:00,93.2,33.5,503.8,123.2,81,75,84,10,29.8
2019-12-24 19:30:00,84.1,32.4,443.7,116.4,81,75,84,9,29.83
2019-12-24 20:00:00,88.8,32.4,470.0,115.5,81,75,84,6,29.83
2019-12-24 20:30:00,88.4,32.7,472.0,114.0,81,75,84,6,29.83
2019-12-24 21:00:00,88.3,32.8,475.8,114.6,81,75,84,3,29.86
2019-12-24 21:30:00,87.2,32.7,471.6,114.0,81,77,89,2,29.86
2019-12-24 22:00:00,88.1,32.6,471.8,118.4,81,77,89,3,29.86
2019-12-24 22:30:00,87.9,32.6,466.1,121.2,79,77,94,3,29.86
2019-12-24 23:00:00,87.2,32.6,464.8,121.2,79,75,89,3,29.86
2019-12-24 23:30:00,82.8,32.3,447.2,116.5,79,75,89,5,29.86
2019-12-25 00:00:00,81.0,32.2,435.2,114.0,79,75,89,3,29.86
2019-12-25 00:30:00,78.1,31.6,410.0,106.7,79,75,89,3,29.86
2019-12-25 01:00:00,78.2,31.5,408.1,105.0,79,75,89,3,29.86
2019-12-25 01:30:00,78.0,31.4,405.5,105.0,79,75,89,3,29.83
2019-12-25 02:00:00,77.4,31.3,398.3,102.4,79,75,89,3,29.83
2019-12-25 02:30:00,77.1,31.2,400.4,102.0,79,75,89,3,29.8
2019-12-25 03:00:00,78.2,31.3,405.8,103.4,77,75,94,2,29.8
2019-12-25 03:30:00,78.9,31.4,406.7,105.0,77,75,94,2,29.8
2019-12-25 04:00:00,78.5,31.3,405.6,105.0,77,75,94,2,29.8
2019-12-25 04:30:00,78.1,31.2,402.0,103.0,77,75,94,2,29.8
2019-12-25 05:00:00,77.6,31.1,395.5,101.0,77,75,94,3,29.8
2019-12-25 05:30:00,77.5,30.9,395.5,99.6,77,75,94,2,29.8
2019-12-25 06:00:00,78.3,31.0,399.6,101.8,77,75,94,3,29.8
2019-12-25 06:30:00,78.9,31.0,400.8,101.8,77,75,94,2,29.8
2019-12-25 07:00:00,83.2,31.4,436.7,107.9,77,75,94,2,29.83
2019-12-25 07:30:00,94.0,32.3,481.4,117.8,79,75,89,3,29.83
2019-12-25 08:00:00,92.7,32.5,483.7,112.8,79,75,89,3,29.86
2019-12-25 08:30:00,91.6,32.8,494.5,115.2,81,75,84,5,29.86
2019-12-25 09:00:00,93.7,32.7,511.9,116.5,82,77,84,5,29.89
2019-12-25 09:30:00,94.2,32.7,494.1,115.3,82,75,79,6,29.89
2019-12-25 10:00:00,93.2,32.8,487.3,115.9,84,75,74,7,29.89
2019-12-25 10:30:00,93.6,32.9,489.7,117.0,84,73,70,9,29.89
2019-12-25 11:00:00,94.1,33.0,492.6,117.1,86,73,66,7,29.86
2019-12-25 11:30:00,94.3,33.1,494.6,117.7,86,73,66,9,29.86
2019-12-25 12:00:00,94.8,33.1,497.2,119.0,88,75,66,12,29.86
2019-12-25 12:30:00,95.3,33.2,499.4,120.4,86,75,70,10,29.83
2019-12-25 13:00:00,96.5,33.6,513.3,123.3,88,73,62,10,29.83
2019-12-25 13:30:00,93.8,33.2,497.6,120.2,86,75,70,12,29.8
2019-12-25 14:00:00,92.9,32.8,482.7,115.7,86,73,66,8,29.8
2019-12-25 14:30:00,94.0,32.8,487.2,115.8,86,73,66,8,29.77
2019-12-25 15:00:00,95.4,33.3,497.6,120.1,84,77,79,7,29.77
2019-12-25 15:30:00,95.8,33.1,504.8,119.2,86,75,70,9,29.77
2019-12-25 16:00:00,96.9,33.6,523.0,123.1,86,73,66,7,29.77
2019-12-25 16:30:00,96.4,33.7,524.4,124.2,84,75,74,8,29.77
2019-12-25 17:00:00,95.8,33.9,522.8,124.8,84,73,70,7,29.77
2019-12-25 17:30:00,96.0,34.0,526.2,128.3,84,73,70,7,29.77
2019-12-25 18:00:00,95.6,34.1,526.1,129.0,82,75,79,9,29.77
2019-12-25 18:30:00,94.6,33.8,519.9,125.9,82,75,79,7,29.8
2019-12-25 19:00:00,94.6,33.9,528.4,127.6,82,75,79,8,29.8
2019-12-25 19:30:00,89.7,33.4,489.7,120.8,82,73,74,7,29.83
2019-12-25 20:00:00,88.2,33.0,475.4,116.8,81,75,84,7,29.83
2019-12-25 20:30:00,88.1,32.9,474.7,115.6,81,75,84,3,29.83
2019-12-25 21:00:00,88.3,32.9,479.1,116.1,81,75,84,3,29.86
2019-12-25 21:30:00,86.9,32.8,464.0,121.9,81,75,84,3,29.86
2019-12-25 22:00:00,87.9,32.8,466.2,123.3,81,75,84,3,29.86
2019-12-25 22:30:00,88.5,32.8,471.4,124.0,81,75,84,6,29.86
2019-12-25 23:00:00,87.1,32.6,461.2,121.0,81,75,84,6,29.86
2019-12-25 23:30:00,81.9,31.8,434.3,111.5,81,75,84,6,29.86
2019-12-26 00:00:00,78.9,31.4,410.8,106.3,79,75,89,2,29.86
2019-12-26 00:30:00,76.8,30.9,390.5,99.1,79,75,89,3,29.86
2019-12-26 01:00:00,76.1,30.8,386.4,98.8,79,75,89,3,29.83
2019-12-26 01:30:00,75.6,30.8,383.0,97.8,79,75,89,3,29.83
2019-12-26 02:00:00,75.8,30.8,381.0,97.5,79,75,89,3,29.83
2019-12-26 02:30:00,76.1,30.8,387.5,98.2,79,75,89,5,29.8
2019-12-26 03:00:00,76.4,30.7,382.3,97.7,77,75,94,3,29.8
2019-12-26 03:30:00,76.7,30.7,391.0,98.4,77,75,94,3,29.8
2019-12-26 04:00:00,76.8,30.6,385.3,97.5,77,75,94,3,29.8
2019-12-26 04:30:00,76.2,30.4,381.3,95.4,77,75,94,3,29.8
2019-12-26 05:00:00,77.4,30.4,389.9,95.5,77,75,94,3,29.8
2019-12-26 05:30:00,79.3,30.7,405.5,101.0,77,75,94,3,29.8
2019-12-26 06:00:00,78.7,30.7,398.2,99.0,77,73,89,3,29.8
2019-12-26 08:00:00,100.6,33.1,535.3,123.6,81,73,79,3,29.86
2019-12-26 08:30:00,98.8,33.4,562.5,130.6,81,75,84,6,29.86
2019-12-26 09:00:00,96.9,33.4,548.6,127.4,82,73,74,6,29.86
2019-12-26 09:30:00,99.7,31.2,560.8,118.3,84,73,70,7,29.86
2019-12-26 10:00:00,101.4,32.1,550.2,120.5,84,73,70,8,29.86
2019-12-26 10:30:00,85.9,32.5,496.8,118.4,84,73,70,12,29.86
2019-12-26 11:00:00,90.0,33.4,573.7,132.0,86,73,66,12,29.86
2019-12-26 11:30:00,104.3,34.0,580.2,138.5,86,73,66,9,29.86
2019-12-26 12:00:00,103.0,33.8,562.8,132.8,86,75,70,9,29.86
2019-12-26 12:30:00,103.6,34.1,572.1,136.9,84,73,70,10,29.83
2019-12-26 13:00:00,102.5,33.7,559.8,132.0,82,73,74,8,29.83
2019-12-26 13:30:00,101.5,33.7,557.8,131.9,84,73,70,8,29.83
2019-12-26 14:00:00,102.0,33.8,565.1,133.2,84,73,70,10,29.83
2019-12-26 14:30:00,81.6,33.2,525.3,127.4,84,73,70,10,29.8
2019-12-26 15:00:00,96.6,34.3,593.9,142.4,84,73,70,10,29.8
2019-12-26 15:30:00,104.2,33.9,569.0,134.8,84,73,70,10,29.8
2019-12-26 16:00:00,103.3,34.0,572.1,136.5,84,72,66,10,29.8
2019-12-26 16:30:00,104.2,34.3,579.1,139.8,84,73,70,10,29.77
2019-12-26 17:00:00,105.8,34.7,591.1,143.2,84,72,66,7,29.77
2019-12-26 17:30:00,105.3,34.6,586.4,142.5,84,73,70,9,29.8
2019-12-26 18:00:00,102.9,34.4,575.7,140.2,82,73,74,8,29.8
2019-12-26 18:30:00,100.9,34.2,562.4,134.8,82,73,74,10,29.8
2019-12-26 19:00:00,96.2,33.7,525.9,129.9,81,73,79,9,29.83
2019-12-26 19:30:00,84.6,32.4,448.0,117.3,81,73,79,7,29.83
2019-12-26 20:00:00,86.1,32.1,447.2,115.6,81,73,79,8,29.83
2019-12-26 20:30:00,85.4,31.9,442.6,113.4,81,73,79,9,29.86
2019-12-26 21:00:00,85.0,31.7,437.2,110.9,81,73,79,7,29.86
2019-12-26 21:30:00,83.7,31.5,429.4,108.7,81,73,79,8,29.86
2019-12-26 22:00:00,84.1,31.5,431.0,108.7,79,73,83,5,29.86
2019-12-26 22:30:00,83.4,31.3,422.8,106.7,79,73,83,5,29.86
2019-12-26 23:00:00,80.5,31.1,420.8,105.0,79,73,83,5,29.86
2019-12-26 23:30:00,80.6,31.0,418.6,104.0,79,73,83,5,29.86
2019-12-27 00:00:00,77.4,30.5,394.7,98.2,79,73,83,3,29.86
2019-12-27 00:30:00,75.4,30.0,372.7,91.1,79,73,83,3,29.83
2019-12-27 01:00:00,75.5,30.0,375.6,92.4,79,73,83,2,29.83
2019-12-27 01:30:00,74.8,30.0,363.9,90.8,77,73,89,3,29.83
2019-12-27 02:00:00,74.5,30.0,370.5,91.8,77,73,89,3,29.83
2019-12-27 02:30:00,75.1,30.0,367.4,90.0,77,73,89,3,29.83
2019-12-27 03:00:00,76.3,30.1,375.5,92.9,77,73,89,3,29.83
2019-12-27 03:30:00,77.1,30.3,383.1,94.1,77,73,89,3,29.83
2019-12-27 04:00:00,77.4,30.5,388.6,96.8,77,73,89,5,29.8
2019-12-27 04:30:00,77.1,30.5,384.4,96.1,79,73,83,3,29.8
2019-12-27 05:00:00,77.9,30.5,392.8,97.9,79,73,83,5,29.8
2019-12-27 05:30:00,79.1,30.7,402.3,100.3,79,73,83,6,29.8
2019-12-27 06:00:00,78.3,30.5,393.0,97.7,77,73,89,5,29.8
2019-12-27 06:30:00,78.8,30.6,402.0,99.6,79,73,83,5,29.83
2019-12-27 07:00:00,86.1,31.3,476.7,108.9,79,73,83,5,29.83
2019-12-27 07:30:00,104.4,33.2,578.2,133.2,79,73,83,5,29.83
2019-12-27 08:00:00,99.2,33.1,567.5,128.4,79,73,83,3,29.86
2019-12-27 08:30:00,99.8,33.4,559.7,130.1,81,73,79,6,29.86
2019-12-27 09:00:00,99.0,33.5,558.0,130.7,82,75,79,6,29.86
2019-12-27 09:30:00,101.6,33.7,574.4,134.9,82,75,79,9,29.86
2019-12-27 10:00:00,102.9,33.3,573.5,132.7,84,75,74,8,29.86
2019-12-27 10:30:00,102.6,31.0,554.9,116.8,84,73,70,10,29.86
2019-12-27 11:00:00,102.7,33.1,559.3,127.8,86,73,66,10,29.86
2019-12-27 11:30:00,103.2,34.0,571.9,136.1,86,73,66,10,29.83
2019-12-27 12:00:00,103.0,34.1,569.8,135.9,88,73,62,10,29.83
2019-12-27 12:30:00,103.8,33.9,570.4,135.4,88,72,58,13,29.83
2019-12-27 13:00:00,104.2,34.3,576.3,138.9,88,73,62,13,29.8
2019-12-27 13:30:00,104.0,34.0,570.3,136.1,88,73,62,14,29.8
2019-12-27 14:00:00,103.1,33.1,564.1,129.4,88,73,62,14,29.8
2019-12-27 14:30:00,104.5,34.1,573.9,136.6,88,73,62,13,29.77
2019-12-27 15:00:00,105.1,34.4,576.7,139.2,88,73,62,12,29.77
2019-12-27 15:30:00,106.6,34.6,584.6,142.0,88,73,62,14,29.74
2019-12-27 16:00:00,108.8,34.8,589.0,143.6,86,73,66,13,29.74
2019-12-27 16:30:00,110.5,34.8,596.5,144.0,86,72,62,13,29.74
2019-12-27 17:00:00,109.3,34.9,595.6,144.1,86,73,66,12,29.74
2019-12-27 17:30:00,109.0,35.1,595.7,144.3,84,73,70,13,29.74
2019-12-27 18:00:00,107.8,35.3,590.7,144.2,84,73,70,10,29.77
2019-12-27 18:30:00,107.7,35.3,589.5,142.9,82,73,74,10,29.77
2019-12-27 19:00:00,102.2,34.8,570.2,139.8,82,73,74,12,29.8
2019-12-27 19:30:00,87.8,33.1,472.4,126.0,81,73,79,12,29.8
2019-12-27 20:00:00,87.8,32.8,469.3,123.0,81,73,79,9,29.83
2019-12-27 20:30:00,87.2,32.6,468.1,121.5,81,73,79,8,29.83
2019-12-27 21:00:00,86.4,32.5,461.6,120.1,81,73,79,8,29.83
2019-12-27 21:30:00,85.3,32.1,448.5,115.7,81,73,79,7,29.83
2019-12-27 22:00:00,86.5,32.1,448.8,115.4,81,73,79,7,29.83
2019-12-27 22:30:00,83.9,31.8,440.5,112.2,81,73,79,6,29.83
2019-12-27 23:00:00,83.0,31.7,440.5,111.9,79,73,83,6,29.83
2019-12-27 23:30:00,82.7,31.6,437.9,111.0,79,73,83,5,29.83
2019-12-28 00:00:00,79.6,31.3,415.1,106.1,79,75,89,6,29.83
2019-12-28 00:30:00,77.8,30.9,400.2,100.2,79,73,83,8,29.83
2019-12-28 01:00:00,77.8,30.8,393.3,99.2,79,73,83,8,29.83
2019-12-28 01:30:00,77.8,30.8,395.2,99.8,79,73,83,7,29.83
2019-12-28 02:00:00,76.4,30.4,378.4,95.1,79,73,83,9,29.83
2019-12-28 02:30:00,76.1,30.3,378.5,94.8,79,73,83,8,29.8
2019-12-28 03:00:00,76.7,30.2,377.5,93.4,79,73,83,3,29.8
2019-12-28 03:30:00,77.7,30.2,383.4,95.0,79,73,83,3,29.8
2019-12-28 04:00:00,77.3,30.1,379.7,93.8,79,73,83,5,29.8
2019-12-28 04:30:00,76.7,30.1,382.2,94.5,79,73,83,7,29.8
2019-12-28 05:00:00,75.9,30.0,371.6,91.9,79,73,83,6,29.8
2019-12-28 05:30:00,75.0,29.8,365.5,90.0,79,73,83,5,29.8
2019-12-28 06:00:00,74.8,29.7,362.1,88.7,79,73,83,3,29.8
2019-12-28 06:30:00,75.8,29.7,368.0,90.0,79,73,83,3,29.8
2019-12-28 07:00:00,79.4,30.1,392.6,95.1,79,73,83,2,29.83
2019-12-28 07:30:00,90.3,31.0,447.2,105.1,79,75,89,3,29.83
2019-12-28 08:00:00,88.8,31.4,454.1,107.2,81,75,84,6,29.83
2019-12-28 08:30:00,91.4,32.3,500.9,113.1,82,75,79,7,29.86
2019-12-28 09:00:00,90.5,32.6,493.3,113.5,82,75,79,8,29.86
2019-12-28 09:30:00,92.7,32.7,495.5,115.1,84,75,74,6,29.86
2019-12-28 10:00:00,93.6,32.9,496.1,117.5,82,75,79,9,29.86
2019-12-28 10:30:00,94.5,33.2,506.9,119.1,86,73,66,12,29.86
2019-12-28 11:00:00,94.6,33.3,509.6,121.7,84,75,74,9,29.86
2019-12-28 11:30:00,95.2,33.6,511.4,123.1,86,73,66,12,29.83
2019-12-28 12:00:00,95.1,33.5,512.3,122.3,86,73,66,14,29.83
2019-12-28 12:30:00,94.8,33.5,508.4,123.0,86,75,70,10,29.83
2019-12-28 13:00:00,95.7,33.8,517.0,125.8,88,75,66,13,29.83
2019-12-28 13:30:00,95.3,33.9,520.8,127.3,86,73,66,13,29.8
2019-12-28 14:00:00,95.9,34.1,528.4,129.0,86,73,66,10,29.8
2019-12-28 14:30:00,98.3,34.6,550.9,134.6,86,73,66,13,29.8
2019-12-28 15:00:00,97.3,33.5,538.7,126.7,86,75,70,12,29.77
2019-12-28 15:30:00,97.0,32.2,539.1,119.1,86,75,70,12,29.77
2019-12-28 16:00:00,97.8,32.8,554.3,125.5,86,75,70,13,29.77
2019-12-28 16:30:00,98.3,32.8,544.6,123.9,84,75,74,12,29.77
2019-12-28 17:00:00,97.2,32.3,530.5,117.9,84,73,70,10,29.77
2019-12-28 17:30:00,96.9,32.2,530.1,118.0,84,73,70,12,29.77
2019-12-28 18:00:00,93.7,31.2,487.4,105.0,82,75,79,8,29.77
2019-12-28 18:30:00,93.8,31.3,490.5,105.8,82,75,79,10,29.8
2019-12-28 19:00:00,92.6,31.7,487.9,107.2,81,75,84,7,29.8
2019-12-28 19:30:00,87.6,31.2,459.2,101.6,81,75,84,7,29.8
2019-12-28 20:00:00,87.5,31.0,455.2,99.3,81,75,84,8,29.83
2019-12-28 20:30:00,87.0,30.8,448.3,98.4,81,75,84,9,29.83
2019-12-28 21:00:00,86.0,30.6,438.3,96.0,81,75,84,8,29.86
2019-12-28 21:30:00,85.0,30.5,435.0,95.8,81,75,84,6,29.86
2019-12-28 22:00:00,85.0,30.4,431.7,94.7,81,75,84,6,29.86
2019-12-28 22:30:00,85.7,30.6,437.2,96.1,81,75,84,8,29.86
2019-12-28 23:00:00,86.1,30.8,445.7,98.9,81,75,84,8,29.86
2019-12-28 23:30:00,83.4,30.7,439.5,96.8,81,75,84,8,29.86
2019-12-29 00:00:00,80.7,30.5,427.3,97.5,81,75,84,7,29.86
2019-12-29 00:30:00,78.8,30.4,410.3,99.5,81,75,84,8,29.86
2019-12-29 01:00:00,78.9,30.6,406.9,99.3,81,75,84,8,29.83
2019-12-29 01:30:00,78.7,30.7,405.1,100.6,79,75,89,8,29.83
2019-12-29 02:00:00,78.5,30.7,406.6,101.2,79,75,89,8,29.83
2019-12-29 02:30:00,78.4,30.7,407.5,100.9,79,75,89,9,29.8
2019-12-29 03:00:00,79.8,30.8,416.0,102.9,79,75,89,8,29.8
2019-12-29 03:30:00,80.0,30.9,417.9,102.8,79,75,89,6,29.8
2019-12-29 04:00:00,79.2,30.8,416.0,102.2,79,75,89,5,29.8
2019-12-29 04:30:00,80.5,30.8,422.0,103.0,79,73,83,3,29.8
2019-12-29 05:00:00,78.8,30.6,406.5,100.7,79,75,89,5,29.8
2019-12-29 05:30:00,77.6,30.4,401.2,98.0,79,75,89,6,29.8
2019-12-29 06:00:00,77.4,30.2,397.3,96.0,79,73,83,5,29.8
2019-12-29 06:30:00,78.0,30.2,397.6,96.0,79,75,89,3,29.8
2019-12-29 07:00:00,81.7,30.4,420.8,99.5,79,73,83,3,29.83
2019-12-29 07:30:00,84.3,30.8,438.3,105.3,81,75,84,3,29.83
2019-12-29 08:00:00,84.9,31.1,449.7,109.1,81,75,84,8,29.83
2019-12-29 08:30:00,85.5,31.5,468.3,107.9,82,75,79,6,29.86
2019-12-29 09:00:00,88.6,32.0,491.4,110.7,82,75,79,6,29.86
2019-12-29 09:30:00,91.0,32.1,485.5,110.6,82,75,79,12,29.86
2019-12-29 10:00:00,90.0,32.2,488.0,110.7,84,75,74,8,29.86
2019-12-29 10:30:00,90.8,32.6,495.1,114.3,84,75,74,10,29.86
2019-12-29 11:00:00,90.7,32.4,487.9,112.6,86,73,66,9,29.86
2019-12-29 11:30:00,91.7,32.5,495.9,113.7,86,73,66,13,29.86
2019-12-29 12:00:00,92.2,32.7,502.3,115.0,88,75,66,12,29.86
2019-12-29 12:30:00,92.7,32.7,503.9,116.0,86,75,70,10,29.86
2019-12-29 13:00:00,92.5,32.6,503.9,114.5,88,75,66,9,29.83
2019-12-29 13:30:00,93.1,33.0,512.8,118.9,88,73,62,13,29.83
2019-12-29 14:00:00,93.5,32.9,513.2,117.5,88,73,62,12,29.8
2019-12-29 14:30:00,93.6,32.9,513.8,117.6,88,73,62,12,29.8
2019-12-29 15:00:00,93.7,33.2,518.2,119.6,88,73,62,14,29.77
2019-12-29 15:30:00,94.1,33.3,519.0,121.9,88,73,62,13,29.77
2019-12-29 16:00:00,93.7,33.3,519.2,122.0,88,73,62,14,29.77
2019-12-29 16:30:00,94.4,33.3,530.3,122.9,86,73,66,13,29.77
2019-12-29 17:00:00,94.1,33.3,541.3,125.0,86,75,70,13,29.77
2019-12-29 17:30:00,92.8,33.2,534.9,123.7,84,73,70,13,29.77
2019-12-29 18:00:00,93.1,32.8,522.9,120.0,82,73,74,13,29.8
2019-12-29 18:30:00,92.4,32.3,507.1,113.9,82,75,79,10,29.8
2019-12-29 19:00:00,89.8,31.6,484.3,106.4,82,75,79,10,29.8
2019-12-29 19:30:00,88.2,31.4,474.6,102.9,81,75,84,9,29.8
2019-12-29 20:00:00,88.4,31.5,473.5,103.9,81,75,84,8,29.83
2019-12-29 20:30:00,88.3,31.7,476.2,106.0,81,75,84,9,29.83
2019-12-29 21:00:00,87.9,31.6,473.8,105.0,81,75,84,8,29.86
2019-12-29 21:30:00,87.8,31.6,472.2,105.2,81,75,84,8,29.86
2019-12-29 22:00:00,88.7,31.7,475.7,106.2,81,75,84,5,29.86
2019-12-29 22:30:00,89.6,31.8,487.6,108.0,81,75,84,7,29.86
2019-12-29 23:00:00,88.3,31.7,481.4,107.1,81,75,84,6,29.86
2019-12-29 23:30:00,85.0,31.6,475.1,105.1,81,75,84,6,29.89
2019-12-30 00:00:00,82.1,31.3,449.2,105.4,81,75,84,6,29.86
2019-12-30 00:30:00,79.5,30.8,423.1,103.8,79,75,89,5,29.86
2019-12-30 01:00:00,79.3,30.8,419.5,102.7,79,75,89,3,29.86
2019-12-30 01:30:00,78.8,30.8,413.9,102.3,79,75,89,5,29.83
2019-12-30 02:00:00,78.2,30.8,411.1,102.0,79,75,89,3,29.83
2019-12-30 02:30:00,78.4,30.7,410.6,101.5,79,75,89,5,29.83
2019-12-30 03:00:00,79.5,30.7,414.7,102.1,79,73,83,5,29.8
2019-12-30 03:30:00,79.5,30.7,417.0,102.4,79,73,83,3,29.8
2019-12-30 04:00:00,79.1,30.6,417.0,102.0,79,73,83,5,29.8
2019-12-30 04:30:00,79.2,30.5,418.2,101.6,79,73,83,5,29.8
2019-12-30 05:00:00,80.6,30.4,424.1,101.0,79,73,83,6,29.8
2019-12-30 05:30:00,82.3,30.7,440.6,105.4,79,75,89,6,29.8
2019-12-30 06:00:00,82.0,30.5,426.0,102.6,79,75,89,3,29.83
2019-12-30 06:30:00,87.2,31.0,485.3,108.6,79,75,89,3,29.83
2019-12-30 07:00:00,95.7,31.7,537.3,116.8,79,73,83,3,29.83
2019-12-30 07:30:00,111.5,32.7,623.3,140.8,79,73,83,5,29.83
2019-12-30 08:00:00,109.4,32.6,605.7,137.1,81,73,79,6,29.86
2019-12-30 08:30:00,104.4,32.4,595.0,132.3,82,75,79,6,29.86
2019-12-30 09:00:00,102.2,32.3,579.1,128.4,82,73,74,6,29.89
2019-12-30 09:30:00,104.5,32.5,588.6,132.3,84,75,74,9,29.89
2019-12-30 10:00:00,104.7,32.6,589.9,132.8,84,75,74,8,29.89
2019-12-30 10:30:00,104.6,32.5,591.8,132.4,86,73,66,10,29.89
2019-12-30 11:00:00,105.6,32.8,606.5,136.8,86,75,70,13,29.89
2019-12-30 11:30:00,105.1,32.8,595.8,135.1,88,75,66,12,29.86
2019-12-30 12:00:00,105.3,33.0,604.7,137.7,86,73,66,12,29.86
2019-12-30 12:30:00,105.7,33.3,611.1,141.2,88,73,62,12,29.86
2019-12-30 13:00:00,106.4,33.4,612.5,141.6,88,73,62,12,29.86
2019-12-30 13:30:00,107.5,33.5,613.0,141.9,88,73,62,12,29.83
2019-12-30 14:00:00,109.8,33.7,613.8,142.7,88,73,62,13,29.83
2019-12-30 14:30:00,113.1,33.8,619.9,143.6,88,73,62,12,29.8
2019-12-30 15:00:00,113.3,33.7,621.9,143.2,88,75,66,13,29.8
2019-12-30 15:30:00,113.3,33.6,620.0,143.8,88,75,66,12,29.8
2019-12-30 16:00:00,113.6,33.8,615.7,143.2,88,73,62,13,29.77
2019-12-30 16:30:00,113.4,33.8,619.4,143.2,88,73,62,12,29.77
2019-12-30 17:00:00,113.0,33.8,615.6,143.1,86,75,70,12,29.77
2019-12-30 17:30:00,110.3,33.6,617.0,143.4,86,75,70,12,29.77
2019-12-30 18:00:00,109.8,33.7,615.8,143.4,84,75,74,10,29.8
2019-12-30 18:30:00,109.4,33.6,610.9,143.0,82,75,79,10,29.8
2019-12-30 19:00:00,102.9,33.2,573.5,133.1,82,75,79,12,29.8
2019-12-30 19:30:00,90.1,32.1,493.9,110.4,82,75,79,10,29.83
2019-12-30 20:00:00,88.5,31.7,483.4,106.5,81,75,84,8,29.83
2019-12-30 20:30:00,87.6,31.3,471.8,103.0,81,75,84,5,29.86
2019-12-30 21:00:00,86.6,31.1,463.2,101.0,81,75,84,6,29.86
2019-12-30 21:30:00,85.3,30.7,447.7,97.8,81,75,84,5,29.86
2019-12-30 22:00:00,85.6,30.7,447.5,97.0,81,75,84,5,29.89
2019-12-30 22:30:00,86.4,30.7,452.3,99.0,79,75,89,3,29.89
2019-12-30 23:00:00,86.4,30.8,455.3,99.0,79,75,89,3,29.89
2019-12-30 23:30:00,85.8,30.8,452.1,99.0,79,73,83,5,29.89
2019-12-31 00:00:00,83.3,30.6,434.7,98.8,79,75,89,5,29.89
2019-12-31 00:30:00,79.8,30.2,404.7,97.9,79,75,89,3,29.89
2019-12-31 01:00:00,77.9,30.2,407.3,97.9,79,75,89,3,29.89
2019-12-31 01:30:00,77.9,30.2,401.0,97.2,79,75,89,3,29.86
2019-12-31 02:00:00,76.8,30.1,392.3,96.0,79,75,89,5,29.86
2019-12-31 02:30:00,77.3,30.1,396.5,96.4,79,73,83,3,29.83
2019-12-31 03:00:00,77.6,30.2,399.1,97.2,79,75,89,3,29.83
2019-12-31 03:30:00,78.7,30.2,404.3,98.1,79,73,83,5,29.83
2019-12-31 04:00:00,78.3,30.3,408.1,98.5,77,73,89,5,29.83
2019-12-31 04:30:00,77.9,30.2,404.0,97.7,79,73,83,5,29.83
2019-12-31 05:00:00,79.5,30.2,415.7,99.1,77,73,89,5,29.8
2019-12-31 05:30:00,81.4,30.4,432.7,103.1,77,73,89,3,29.83
2019-12-31 06:00:00,79.4,30.1,414.3,99.0,77,73,89,3,29.83
2019-12-31 06:30:00,81.6,30.2,432.0,101.5,77,73,89,3,29.83
2019-12-31 07:00:00,88.2,30.8,495.0,110.1,79,73,83,3,29.86
2019-12-31 07:30:00,108.7,32.4,609.8,137.1,79,73,83,3,29.86
2019-12-31 08:00:00,104.2,31.8,569.1,124.8,79,73,83,5,29.89
2019-12-31 08:30:00,102.3,32.1,592.5,130.4,81,75,84,5,29.89
2019-12-31 09:00:00,100.2,31.9,571.2,124.7,81,75,84,6,29.92
2019-12-31 09:30:00,100.7,32.1,571.3,126.4,82,73,74,7,29.92
2019-12-31 10:00:00,102.4,32.6,576.8,129.6,82,73,74,8,29.92
2019-12-31 10:30:00,102.3,32.7,584.5,132.0,84,75,74,7,29.92
2019-12-31 11:00:00,102.7,32.9,584.4,132.6,86,73,66,8,29.92
2019-12-31 11:30:00,102.6,32.9,585.3,132.3,88,73,62,7,29.89
2019-12-31 12:00:00,103.1,32.7,585.2,132.6,90,73,59,9,29.89
2019-12-31 12:30:00,103.3,32.8,587.6,133.0,88,73,62,12,29.89
2019-12-31 13:00:00,104.2,33.1,595.0,136.3,90,73,59,10,29.89
2019-12-31 13:30:00,103.7,32.9,587.2,133.2,88,73,62,12,29.86
2019-12-31 14:00:00,103.8,33.1,589.9,135.5,90,73,59,13,29.86
2019-12-31 14:30:00,103.6,33.0,582.4,132.8,88,73,62,13,29.83
2019-12-31 15:00:00,104.7,33.3,592.9,136.3,86,73,66,14,29.83
2019-12-31 15:30:00,105.3,33.0,589.3,135.1,86,73,66,10,29.83
2019-12-31 16:00:00,103.9,32.9,577.3,130.5,86,73,66,13,29.83
