,Date,Energy,forecast
259,2019-01-25,9.23263888888889,9.169510449483704
260,2019-01-26,9.32013888888889,9.680896378393731
261,2019-01-27,9.518055555555556,8.678697289318967
262,2019-01-28,9.636111111111113,9.739075990631475
263,2019-01-29,9.81597222222222,9.875442695610568
264,2019-01-30,9.941666666666666,10.256975791184535
265,2019-01-31,10.3125,10.000451118350105
266,2019-02-01,9.91388888888889,9.82170790990673
267,2019-02-02,9.697222222222225,9.621496706732412
268,2019-02-03,10.222916666666666,10.126703432828077
269,2019-02-04,10.301388888888887,9.927749062008656
270,2019-02-05,9.922916666666667,10.271876909084458
271,2019-02-06,9.885416666666666,10.148044259722369
272,2019-02-07,9.913194444444445,10.074208609868467
273,2019-02-08,9.415972222222225,9.432126817246106
274,2019-02-09,9.90625,9.684084646922637
275,2019-02-10,10.296527777777778,10.072218116904518
276,2019-02-11,9.506944444444445,10.692591420877772
277,2019-02-12,8.905555555555555,9.632675991597042
278,2019-02-13,9.34375,8.094838248016107
279,2019-02-14,9.73263888888889,9.086597322515436
280,2019-02-15,10.15972222222222,10.639922786179055
281,2019-02-16,13.579166666666667,9.879385595785193
282,2019-02-17,14.50763888888889,13.892536503536688
283,2019-02-18,12.159027777777778,14.769658003594358
284,2019-02-19,9.51388888888889,11.864244973735431
285,2019-02-20,11.010416666666666,8.989289416199217
286,2019-02-21,15.019444444444444,11.541666976719807
287,2019-02-22,9.396527777777775,15.836921149880716
288,2019-02-23,9.2,8.231942645095376
289,2019-02-24,9.011805555555556,9.124061879548877
290,2019-02-25,9.689583333333331,8.998063196993268
291,2019-02-26,9.714583333333334,9.859513504568056
292,2019-02-27,9.6375,10.186508420392967
293,2019-02-28,9.627083333333331,11.227481393784656
